Año,Mes,CODMES,CODIGO DEL CLIENTE,MONEDA,FECHA_PAGO,CANAL,MEDIO,Volumen en soles,Volumen,Transacciones,Ganancias,ESTADOEMPRESA,MODALIDAD,CODSECTORISTA,ENCARGADO,BANCA,ZONAL,DEPARTAMENTO,NOMBRE_COMPLETO,RUBRO,SERVICIO
2020,NOV,202011,11111494612,MN,12/11/2020,Internet,medio_1,23959.8003,23959.8003,12,0,ACTIVO,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,DIC,202012,11111494612,MN,09/12/2020,Internet,medio_1,35954.4,35954.4,15,0,ACTIVO,Remota,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,DIC,202012,11111494612,MN,05/12/2020,Internet,medio_1,17978.1006,17978.1006,9,0,ACTIVO,Remota,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,NOV,202011,11111494612,MN,05/11/2020,Internet,medio_1,29932.5,29932.5,15,0,ACTIVO,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,NOV,202011,11111494612,MN,11/11/2020,Internet,medio_1,29948.3994,29948.3994,15,0,ACTIVO,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,DIC,202012,11111494612,MN,04/12/2020,Internet,medio_1,23883,23883,12,0,ACTIVO,Remota,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,DIC,202012,11111494612,MN,07/12/2020,Internet,medio_1,32919.3,32919.3,15,0,ACTIVO,Remota,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,NOV,202011,11111494612,MN,07/11/2020,Internet,medio_1,17939.3994,17939.3994,9,0,ACTIVO,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,AGO,202008,11111494612,MN,06/08/2020,Internet,medio_1,23845.5,23845.5,12,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,AGO,202008,11111494612,MN,05/08/2020,Internet,medio_1,11943,11943,6,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,AGO,202008,11111494612,MN,10/08/2020,Internet,medio_1,17941.5,17941.5,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,AGO,202008,11111494612,MN,03/08/2020,Internet,medio_1,5980.5,5980.5,3,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,AGO,202008,11111494612,MN,09/08/2020,Internet,medio_1,11875.5,11875.5,6,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,AGO,202008,11111494612,MN,08/08/2020,Internet,medio_1,29799,29799,15,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,AGO,202008,11111494612,MN,07/08/2020,Internet,medio_1,11880,11880,6,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,AGO,202008,11111494612,MN,11/08/2020,Internet,medio_1,11983.5,11983.5,6,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,AGO,202008,11111494612,MN,12/08/2020,Internet,medio_1,23890.5,23890.5,12,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,AGO,202008,11111494612,MN,13/08/2020,Internet,medio_1,17883,17883,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,AGO,202008,11111494612,MN,14/08/2020,Internet,medio_1,11880,11880,6,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,OCT,202010,11111494612,MN,09/10/2020,Internet,medio_1,35879.4,35879.4,18,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,SEP,202009,11111494612,MN,04/09/2020,Internet,medio_1,17892,17892,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,SEP,202009,11111494612,MN,05/09/2020,Internet,medio_1,17907,17907,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,SEP,202009,11111494612,MN,11/09/2020,Internet,medio_1,17880,17880,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,SEP,202009,11111494612,MN,09/09/2020,Internet,medio_1,23872.5,23872.5,12,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,SEP,202009,11111494612,MN,07/09/2020,Internet,medio_1,29763,29763,15,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,SEP,202009,11111494612,MN,08/09/2020,Internet,medio_1,17889,17889,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,SEP,202009,11111494612,MN,14/09/2020,Internet,medio_1,11854.5,11854.5,6,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,SEP,202009,11111494612,MN,10/09/2020,Internet,medio_1,23887.5,23887.5,12,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,SEP,202009,11111494612,MN,12/09/2020,Internet,medio_1,17923.5,17923.5,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,OCT,202010,11111494612,MN,05/10/2020,Internet,medio_1,23878.5,23878.5,12,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,OCT,202010,11111494612,MN,14/10/2020,Internet,medio_1,11950.8003,11950.8003,6,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,OCT,202010,11111494612,MN,13/10/2020,Internet,medio_1,17943.6006,17943.6006,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,OCT,202010,11111494612,MN,10/10/2020,Internet,medio_1,17924.6997,17924.6997,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,OCT,202010,11111494612,MN,12/10/2020,Internet,medio_1,17934.8994,17934.8994,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_125,CLUBS/VARIOS,servicio_58
2020,OCT,202010,11111499412,MN,12/10/2020,Internet,medio_1,3060,3060,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_126,CLUBS/VARIOS,0
2020,OCT,202010,11111499412,MN,08/10/2020,Internet,medio_3,1710,1710,3,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_126,CLUBS/VARIOS,0
2020,JUL,202007,11111499412,MN,23/07/2020,Internet,medio_1,1350,1350,3,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_126,CLUBS/VARIOS,0
2020,JUN,202006,11111499412,MN,30/06/2020,Internet,medio_1,1710,1710,6,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_126,CLUBS/VARIOS,0
2020,JUN,202006,11111500012,MN,23/06/2020,Internet,medio_1,15,15,3,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,JUL,202007,11111500012,MN,01/07/2020,Internet,medio_1,9000,9000,3,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,AGO,202008,11111500012,MN,14/08/2020,Internet,medio_1,1208.25,1208.25,3,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,AGO,202008,11111500012,MN,14/08/2020,Internet,medio_1,1208.25,1208.25,3,0,,Normal,0024,OTROS,#N/A,,,cliente_127,CLUBS/VARIOS,0
2020,OCT,202010,11111500014,MN,21/10/2020,Internet,medio_1,6355.44,6355.44,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,NOV,202011,11111500014,MN,10/11/2020,Internet,medio_1,1500,1500,3,0,ACTIVO,Data Full,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,NOV,202011,11111500014,MN,11/11/2020,Internet,medio_1,960,960,3,0,ACTIVO,Data Full,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,NOV,202011,11111500014,MN,02/11/2020,Internet,medio_1,210,210,3,0,ACTIVO,Data Full,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,NOV,202011,11111500014,MN,05/11/2020,Internet,medio_1,1500,1500,3,0,ACTIVO,Data Full,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,OCT,202010,11111500014,MN,19/10/2020,Internet,medio_1,2247,2247,9,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,NOV,202011,11111500014,MN,20/11/2020,Internet,medio_1,6878.97,6878.97,9,0,ACTIVO,Data Full,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,NOV,202011,11111500014,MN,23/11/2020,Internet,medio_1,1053,1053,3,0,ACTIVO,Data Full,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,OCT,202010,11111500014,MN,22/10/2020,Internet,medio_1,3336,3336,6,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,NOV,202011,11111500014,MN,19/11/2020,Internet,medio_1,2397,2397,3,0,ACTIVO,Data Full,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,NOV,202011,11111500014,MN,25/11/2020,Internet,medio_1,3881.25,3881.25,6,0,ACTIVO,Data Full,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,OCT,202010,11111500014,MN,01/10/2020,Internet,medio_1,1168.5,1168.5,3,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,OCT,202010,11111500014,MN,12/10/2020,Internet,medio_1,2409,2409,6,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,OCT,202010,11111500014,MN,10/10/2020,Internet,medio_1,343.5,343.5,3,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,OCT,202010,11111500014,MN,13/10/2020,Internet,medio_1,4500,4500,6,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,OCT,202010,11111500014,MN,17/10/2020,Internet,medio_1,345,345,6,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,SEP,202009,11111500014,MN,04/09/2020,Internet,medio_1,135,135,3,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,SEP,202009,11111500014,MN,27/09/2020,Internet,medio_1,1500,1500,3,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,NOV,202011,11111500015,ME,26/11/2020,Internet,medio_1,7096.9497,2253,9,0,ACTIVO,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,NOV,202011,11111500015,ME,11/11/2020,Internet,medio_1,557.55003,177,3,0,ACTIVO,Normal,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,DIC,202012,11111500015,ME,01/12/2020,Internet,medio_1,10417.5858,3307.17,15,0,ACTIVO,Remota,00005,encargado_5,banca_1,,LIMA,cliente_127,CLUBS/VARIOS,0
2020,AGO,202008,11111501312,MN,26/08/2020,Personal,medio_4,960,960,3,4,,Normal,00013,encargado_13,banca_1,,LAMBAYEQUE,cliente_128,CLUBS/VARIOS,0
2020,SEP,202009,11111501313,MN,17/09/2020,Personal,medio_4,147,147,3,4,,Normal,00013,encargado_13,banca_1,,LAMBAYEQUE,cliente_128,CLUBS/VARIOS,0
2020,DIC,202012,11111501313,MN,07/12/2020,Personal,medio_4,207,207,3,4,ACTIVO,Remota,00013,encargado_13,banca_1,,LAMBAYEQUE,cliente_128,CLUBS/VARIOS,0
2020,NOV,202011,11111501313,MN,23/11/2020,Personal,medio_4,147,147,3,4,ACTIVO,Normal,00013,encargado_13,banca_1,,LAMBAYEQUE,cliente_128,CLUBS/VARIOS,0
2020,NOV,202011,11111501313,MN,30/11/2020,Personal,medio_4,76.8,76.8,3,4,ACTIVO,Normal,00013,encargado_13,banca_1,,LAMBAYEQUE,cliente_128,CLUBS/VARIOS,0
2020,OCT,202010,11111501313,MN,14/10/2020,Personal,medio_4,147,147,3,4,,Normal,00013,encargado_13,banca_1,,LAMBAYEQUE,cliente_128,CLUBS/VARIOS,0
2020,AGO,202008,11111501712,MN,03/08/2020,Internet,medio_1,6648,6648,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_129,CLUBS/VARIOS,0
2020,JUN,202006,11111501712,MN,24/06/2020,Internet,medio_3,600,600,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_129,CLUBS/VARIOS,0
2020,JUN,202006,11111502612,MN,27/06/2020,Internet,medio_1,975,975,6,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_130,CLUBS/VARIOS,0
2020,JUL,202007,11111502612,MN,10/07/2020,Internet,medio_3,3,3,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_130,CLUBS/VARIOS,0
2020,AGO,202008,11111502613,MN,15/08/2020,Internet,medio_1,210,210,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_130,CLUBS/VARIOS,0
2020,AGO,202008,11111502613,MN,15/08/2020,Internet,medio_1,210,210,3,0,,Normal,0024,OTROS,#N/A,,,cliente_130,CLUBS/VARIOS,0
2020,AGO,202008,11111502615,MN,15/08/2020,Internet,medio_1,525,525,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_130,CLUBS/VARIOS,0
2020,AGO,202008,11111502615,MN,15/08/2020,Internet,medio_1,525,525,3,0,,Normal,0024,OTROS,#N/A,,,cliente_130,CLUBS/VARIOS,0
2020,AGO,202008,11111502615,MN,24/08/2020,Internet,medio_3,1050,1050,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_130,CLUBS/VARIOS,0
2020,AGO,202008,11111502615,MN,24/08/2020,Internet,medio_3,1050,1050,3,0,,Normal,0024,OTROS,#N/A,,,cliente_130,CLUBS/VARIOS,0
2020,NOV,202011,11111502615,MN,07/11/2020,Internet,medio_1,1575,1575,3,0,ACTIVO,Normal,0024,OTROS,banca_1,,LIMA,cliente_130,CLUBS/VARIOS,0
2020,NOV,202011,11111502615,MN,27/11/2020,Internet,medio_3,619.5,619.5,3,0,ACTIVO,Normal,0024,OTROS,banca_1,,LIMA,cliente_130,CLUBS/VARIOS,0
2020,DIC,202012,11111502615,MN,05/12/2020,Internet,medio_1,525,525,3,0,ACTIVO,Remota,0024,OTROS,banca_1,,LIMA,cliente_130,CLUBS/VARIOS,0
2020,JUL,202007,11111502615,MN,25/07/2020,Internet,medio_1,525,525,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_130,CLUBS/VARIOS,0
2020,JUL,202007,11111502615,MN,24/07/2020,Internet,medio_3,619.5,619.5,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_130,CLUBS/VARIOS,0
2020,JUN,202006,11111502712,MN,29/06/2020,Internet,medio_1,6,6,6,0,,Normal,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,JUL,202007,11111502712,MN,08/07/2020,Internet,medio_1,30000,30000,3,0,,Normal,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,OCT,202010,11111502713,MN,05/10/2020,Internet,medio_1,6522,6522,3,0,,Normal,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,OCT,202010,11111502713,MN,14/10/2020,Internet,medio_1,1800,1800,3,0,,Normal,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,OCT,202010,11111502713,MN,17/10/2020,Internet,medio_1,750,750,3,0,,Normal,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,OCT,202010,11111502713,MN,15/10/2020,Internet,medio_1,9000,9000,3,0,,Normal,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,SEP,202009,11111502713,MN,07/09/2020,Internet,medio_1,495,495,3,0,,Normal,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,SEP,202009,11111502713,MN,08/09/2020,Internet,medio_1,16200,16200,3,0,,Normal,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,DIC,202012,11111502713,MN,02/12/2020,Internet,medio_1,600,600,3,0,ACTIVO,Data Full,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,NOV,202011,11111502713,MN,05/11/2020,Internet,medio_1,6000,6000,3,0,ACTIVO,Data Full,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,NOV,202011,11111502713,MN,10/11/2020,Internet,medio_1,5220,5220,3,0,ACTIVO,Data Full,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,NOV,202011,11111502713,MN,23/11/2020,Internet,medio_1,9990,9990,3,0,ACTIVO,Data Full,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,NOV,202011,11111502713,MN,25/11/2020,Internet,medio_1,1200,1200,3,0,ACTIVO,Data Full,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,AGO,202008,11111502713,MN,26/08/2020,Internet,medio_1,12000,12000,3,0,,Normal,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,OCT,202010,11111502713,MN,01/10/2020,Internet,medio_1,354,354,3,0,,Normal,0024,OTROS,banca_1,,LAMBAYEQUE,cliente_131,CLUBS/VARIOS,0
2020,DIC,202012,11111502912,MN,01/12/2020,Internet,medio_3,372,372,3,0,ACTIVO,Data Full,00005,encargado_5,banca_1,,LIMA,cliente_132,CLUBS/VARIOS,0
2020,JUL,202007,11111502912,MN,08/07/2020,Internet,medio_3,3,3,3,0,,Normal,00005,encargado_5,banca_1,,LIMA,cliente_132,CLUBS/VARIOS,0
2020,NOV,202011,11111512312,MN,16/11/2020,Internet,medio_1,327,327,3,0,ACTIVO,Remota,00010,encargado_10,banca_1,,AREQUIPA,cliente_133,COLEGIOS,0
2020,DIC,202012,11111520512,MN,02/12/2020,Internet,medio_1,29056.7694,29056.7694,3,0,ACTIVO,Remota,0024,OTROS,banca_1,,LIMA,cliente_134,COLEGIOS,0
2020,DIC,202012,11111520512,MN,09/12/2020,Internet,medio_1,29639.3994,29639.3994,6,0,ACTIVO,Remota,0024,OTROS,banca_1,,LIMA,cliente_134,COLEGIOS,0
2019,SEP,201909,11111545512,MN,02/09/2019,Personal,medio_4,3000,3000,6,8,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2020,FEB,202002,11111545512,MN,14/02/2020,Internet,medio_1,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,OCT,201910,11111545512,MN,03/10/2019,Internet,medio_1,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,SEP,201909,11111545512,MN,10/09/2019,Personal,medio_4,1500,1500,3,4,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,SEP,201909,11111545512,MN,14/09/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,SEP,201909,11111545512,MN,16/09/2019,Internet,medio_3,1503,1503,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,13/08/2019,Ventanilla,medio_4,1521,1521,3,28,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,14/08/2019,Internet,medio_3,1512,1512,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,15/08/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,19/08/2019,Personal,medio_4,1500,1500,3,4,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,21/08/2019,Ventanilla,medio_4,1500,1500,3,28,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,22/08/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,26/08/2019,Ventanilla,medio_4,1500,1500,3,28,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,27/08/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,29/08/2019,Personal,medio_4,3012,3012,6,8,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,25/08/2019,Internet,medio_3,1557,1557,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,26/08/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,30/08/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,SEP,201909,11111545512,MN,02/09/2019,Internet,medio_1,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,SEP,201909,11111545512,MN,04/09/2019,Personal,medio_4,1350,1350,3,4,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,AGO,201908,11111545512,MN,07/08/2019,Internet,medio_3,1503,1503,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2020,ENE,202001,11111545512,MN,02/01/2020,Personal,medio_4,1539,1539,3,4,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUN,201906,11111545512,MN,04/06/2019,Personal,medio_4,2850,2850,6,8,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUN,201906,11111545512,MN,05/06/2019,Personal,medio_4,1350,1350,3,4,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUN,201906,11111545512,MN,05/06/2019,Ventanilla,medio_4,1500,1500,3,28,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUN,201906,11111545512,MN,11/06/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUN,201906,11111545512,MN,12/06/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUN,201906,11111545512,MN,12/06/2019,Personal,medio_4,1500,1500,3,4,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUN,201906,11111545512,MN,15/06/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUN,201906,11111545512,MN,24/06/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUN,201906,11111545512,MN,27/06/2019,Personal,medio_4,1500,1500,3,4,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUN,201906,11111545512,MN,30/06/2019,Internet,medio_1,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUL,201907,11111545512,MN,01/07/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUL,201907,11111545512,MN,01/07/2019,Personal,medio_4,3000,3000,6,8,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,DIC,201912,11111545512,MN,24/12/2019,Internet,medio_3,1512,1512,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,DIC,201912,11111545512,MN,27/12/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,SEP,201909,11111545512,MN,06/09/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,SEP,201909,11111545512,MN,06/09/2019,Internet,medio_1,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,SEP,201909,11111545512,MN,09/09/2019,Personal,medio_4,2868,2868,6,8,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUL,201907,11111545512,MN,04/07/2019,Internet,medio_3,3000,3000,6,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUL,201907,11111545512,MN,04/07/2019,Personal,medio_1,2850,2850,6,8,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUL,201907,11111545512,MN,05/07/2019,Personal,medio_4,1500,1500,3,4,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUL,201907,11111545512,MN,03/07/2019,Personal,medio_4,1500,1500,3,4,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUL,201907,11111545512,MN,08/07/2019,Ventanilla,medio_4,2856,2856,6,56,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
2019,JUL,201907,11111545512,MN,10/07/2019,Internet,medio_3,1500,1500,3,0,,Normal,0024,OTROS,banca_1,,LIMA,cliente_135,COLEGIOS,servicio_1
